v1,v2,k1,k2,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9 
    0.000000,    0.000000,0,0,   -4.472136,   -4.472136,   -4.472136,   -4.472136,   -4.472136,   -4.472136,   -4.472136,   -4.472136,   -4.472136,   -4.472136
 
    0.000000,    0.025000,0,0,   -4.529648,   -4.529648,   -4.529404,   -4.529404,   -4.529269,   -4.529269,   -4.529095,   -4.529095,   -4.529061,   -4.529061
 
